TAG;rc
PARIS305_E2301.68keV;0
PARIS305_E2353.94keV;0
PARIS305_E2406.7keV;0
PARIS305_E2459.94keV;0
PARIS305_E2513.68keV;0
PARIS305_E2567.9keV;0
PARIS305_E2622.61keV;0
PARIS305_E2677.81keV;0
PARIS305_E2733.48keV;0
PARIS305_E2789.65keV;0
PARIS305_E2846.29keV;0
PARIS305_E2903.41keV;0
PARIS305_E2961.01keV;0
PARIS305_E3019.08keV;0
PARIS305_E3077.63keV;0
PARIS305_E3136.65keV;0
PARIS305_E3196.14keV;0
PARIS305_E3256.1keV;0
PARIS305_E3316.53keV;0
PARIS305_E3377.43keV;0
PARIS305_E3438.79keV;0
PARIS305_E3500.62keV;0
PARIS305_E3562.91keV;0
PARIS305_E3625.66keV;0
PARIS305_E3688.87keV;0
PARIS305_E3752.54keV;0
PARIS305_E3816.67keV;0
PARIS305_E3881.26keV;0
PARIS305_E3946.3keV;0
PARIS305_E4011.8keV;0
PARIS305_E4077.75keV;0
PARIS305_E4144.15keV;0
PARIS305_E4211keV;0
PARIS305_E4278.3keV;0
PARIS305_E4346.05keV;0
PARIS305_E4414.25keV;0
PARIS305_E4482.89keV;0
PARIS305_E4551.98keV;0
PARIS305_E4621.51keV;0
PARIS305_E4691.49keV;0
PARIS305_E4761.9keV;0
PARIS305_E4832.76keV;0
PARIS305_E4904.06keV;0
PARIS305_E4975.79keV;0
PARIS305_E5047.97keV;0
PARIS305_E5120.58keV;0
PARIS305_E5193.62keV;0
PARIS305_E5267.1keV;0
PARIS305_E5341.01keV;0
PARIS305_E5415.36keV;0
PARIS305_E5490.14keV;0
PARIS305_E5565.34keV;0
PARIS305_E5640.98keV;0
PARIS305_E5717.05keV;0
PARIS305_E5793.54keV;0
PARIS305_E5870.46keV;0
PARIS305_E5947.81keV;0
PARIS305_E6025.58keV;0
PARIS305_E6103.78keV;0
PARIS305_E6182.4keV;0
PARIS305_E6261.44keV;0
PARIS305_E6340.91keV;0
PARIS305_E6420.79keV;143
PARIS305_E6501.1keV;0
PARIS305_E6581.82keV;0
PARIS305_E6662.96keV;0
PARIS305_E6744.52keV;0
PARIS305_E6826.5keV;0
PARIS305_E6908.89keV;0
PARIS305_E6991.7keV;0
PARIS305_E7074.92keV;0
PARIS305_E7158.55keV;0
PARIS305_E7242.6keV;0
PARIS305_E7327.06keV;0
PARIS305_E7411.93keV;0
PARIS305_E7497.21keV;0
PARIS305_E7582.9keV;0
PARIS305_E7668.99keV;0
PARIS305_E7755.5keV;0
PARIS305_E7842.41keV;0
PARIS305_E7929.73keV;0
PARIS305_E8017.46keV;0
PARIS305_E8105.59keV;0
PARIS305_E8194.13keV;0
PARIS305_E8283.07keV;0
PARIS305_E8372.41keV;0
PARIS305_E8462.15keV;0
PARIS305_E8552.3keV;0
PARIS305_E8642.85keV;0
PARIS305_E8733.79keV;0
PARIS305_E8825.14keV;0
PARIS305_E8916.88keV;0
PARIS305_E9009.03keV;0
PARIS305_E9101.57keV;0
PARIS305_E9194.51keV;0
PARIS305_E9287.84keV;0
PARIS305_E9381.57keV;0
PARIS305_E9475.7keV;0
PARIS305_E9570.22keV;0
PARIS305_E9665.13keV;0
PARIS305_E9760.43keV;0
PARIS305_E9856.13keV;0
PARIS305_E9952.22keV;0
PARIS305_E10048.7keV;0
PARIS305_E10145.6keV;0
PARIS305_E10242.8keV;0
PARIS305_E10340.5keV;0
PARIS305_E10438.5keV;0
PARIS305_E10537keV;0
PARIS305_E10635.8keV;0
PARIS305_E10735keV;0
PARIS305_E10834.6keV;0
PARIS305_E10934.5keV;0
PARIS305_E11034.9keV;0
PARIS305_E11135.6keV;0
PARIS305_E11236.8keV;0
PARIS305_E11338.3keV;0
PARIS305_E11440.2keV;0
PARIS305_E11542.5keV;0
PARIS305_E11645.1keV;0
PARIS305_E11748.2keV;0
PARIS305_E11851.6keV;0
PARIS305_E11955.4keV;0
PARIS305_E12059.6keV;0
PARIS305_E12164.1keV;0
PARIS305_E12269.1keV;0
PARIS305_E12374.4keV;0
PARIS305_E12480.1keV;0
PARIS305_E12586.2keV;0
PARIS305_E12692.6keV;0
PARIS305_E12799.4keV;0
PARIS305_E12906.6keV;0
PARIS305_E13014.2keV;0
PARIS305_E13122.2keV;0
PARIS305_E13230.5keV;0
PARIS305_E13339.2keV;0
PARIS305_E13448.3keV;0
PARIS305_E13557.7keV;0
PARIS305_E13667.5keV;0
PARIS305_E13777.7keV;0
PARIS305_E13888.3keV;0
PARIS305_E13999.2keV;0
PARIS305_E14110.5keV;0
PARIS305_E14222.2keV;0
PARIS305_E14334.2keV;0
PARIS305_E14446.6keV;0
PARIS305_E14559.4keV;0
PARIS305_E14672.5keV;0
PARIS305_E14786keV;0
PARIS305_E14899.9keV;0
