TAG;rc
PARIS130_E8696.27keV;0
PARIS130_E8812.89keV;0
PARIS130_E8930.22keV;0
PARIS130_E9048.27keV;0
PARIS130_E9167.03keV;0
PARIS130_E9286.5keV;0
PARIS130_E9406.68keV;0
PARIS130_E9527.58keV;0
PARIS130_E9649.18keV;0
PARIS130_E9771.5keV;0
PARIS130_E9894.52keV;0
PARIS130_E10018.2keV;0
PARIS130_E10142.7keV;0
PARIS130_E10267.8keV;0
PARIS130_E10393.7keV;0
PARIS130_E10520.2keV;0
PARIS130_E10647.5keV;0
PARIS130_E10775.4keV;0
PARIS130_E10904.1keV;0
PARIS130_E11033.5keV;0
PARIS130_E11163.5keV;0
PARIS130_E11294.3keV;0
PARIS130_E11425.8keV;0
PARIS130_E11557.9keV;0
PARIS130_E11690.8keV;0
PARIS130_E11824.4keV;0
PARIS130_E11958.6keV;0
PARIS130_E12093.6keV;0
PARIS130_E12229.2keV;0
PARIS130_E12365.6keV;0
PARIS130_E12502.6keV;0
PARIS130_E12640.3keV;0
PARIS130_E12778.8keV;0
PARIS130_E12917.9keV;0
PARIS130_E13057.7keV;0
PARIS130_E13198.2keV;0
PARIS130_E13339.4keV;0
PARIS130_E13481.3keV;0
PARIS130_E13623.9keV;0
PARIS130_E13767.1keV;0
PARIS130_E13911.1keV;0
PARIS130_E14055.7keV;0
PARIS130_E14201.1keV;0
PARIS130_E14347.1keV;0
PARIS130_E14493.8keV;0
PARIS130_E14641.2keV;0
PARIS130_E14789.3keV;0
PARIS130_E14938keV;0
