TAG;rc
PARIS262_E4506.97keV;0
PARIS262_E4583.52keV;0
PARIS262_E4660.63keV;0
PARIS262_E4738.29keV;0
PARIS262_E4816.51keV;0
PARIS262_E4895.29keV;0
PARIS262_E4974.62keV;0
PARIS262_E5054.5keV;0
PARIS262_E5134.93keV;0
PARIS262_E5215.91keV;0
PARIS262_E5297.44keV;0
PARIS262_E5379.52keV;0
PARIS262_E5462.15keV;0
PARIS262_E5545.32keV;0
PARIS262_E5629.03keV;0
PARIS262_E5713.29keV;0
PARIS262_E5798.09keV;0
PARIS262_E5883.43keV;0
PARIS262_E5969.31keV;0
PARIS262_E6055.73keV;0
PARIS262_E6142.69keV;0
PARIS262_E6230.18keV;0
PARIS262_E6318.21keV;0
PARIS262_E6406.78keV;0
PARIS262_E6495.88keV;0
PARIS262_E6585.51keV;0
PARIS262_E6675.67keV;0
PARIS262_E6766.37keV;0
PARIS262_E6857.59keV;0
PARIS262_E6949.34keV;0
PARIS262_E7041.62keV;0
PARIS262_E7134.43keV;0
PARIS262_E7227.77keV;0
PARIS262_E7321.63keV;0
PARIS262_E7416.01keV;0
PARIS262_E7510.91keV;0
PARIS262_E7606.34keV;0
PARIS262_E7702.29keV;0
PARIS262_E7798.76keV;0
PARIS262_E7895.75keV;0
PARIS262_E7993.26keV;0
PARIS262_E8091.29keV;0
PARIS262_E8189.84keV;0
PARIS262_E8288.9keV;0
PARIS262_E8388.47keV;0
PARIS262_E8488.56keV;0
PARIS262_E8589.17keV;0
PARIS262_E8690.29keV;0
PARIS262_E8791.92keV;0
PARIS262_E8894.06keV;0
PARIS262_E8996.71keV;0
PARIS262_E9099.87keV;0
PARIS262_E9203.54keV;0
PARIS262_E9307.72keV;0
PARIS262_E9412.4keV;0
PARIS262_E9517.6keV;0
PARIS262_E9623.29keV;0
PARIS262_E9729.5keV;0
PARIS262_E9836.2keV;0
PARIS262_E9943.42keV;0
PARIS262_E10051.1keV;0
PARIS262_E10159.3keV;0
PARIS262_E10268.1keV;0
PARIS262_E10377.3keV;0
PARIS262_E10487keV;0
PARIS262_E10597.2keV;0
PARIS262_E10707.9keV;0
PARIS262_E10819.1keV;0
PARIS262_E10930.9keV;0
PARIS262_E11043.1keV;0
PARIS262_E11155.8keV;0
PARIS262_E11269keV;0
PARIS262_E11382.7keV;0
PARIS262_E11496.8keV;0
PARIS262_E11611.5keV;0
PARIS262_E11726.7keV;0
PARIS262_E11842.4keV;0
PARIS262_E11958.5keV;0
PARIS262_E12075.2keV;0
PARIS262_E12192.3keV;0
PARIS262_E12309.9keV;0
PARIS262_E12428keV;0
PARIS262_E12546.6keV;0
PARIS262_E12665.7keV;0
PARIS262_E12785.3keV;0
PARIS262_E12905.3keV;0
PARIS262_E13025.9keV;0
PARIS262_E13146.9keV;0
PARIS262_E13268.4keV;0
PARIS262_E13390.4keV;0
PARIS262_E13512.9keV;0
PARIS262_E13635.9keV;0
PARIS262_E13759.3keV;0
PARIS262_E13883.2keV;0
PARIS262_E14007.7keV;0
PARIS262_E14132.5keV;0
PARIS262_E14257.9keV;0
PARIS262_E14383.8keV;0
PARIS262_E14510.1keV;0
PARIS262_E14636.9keV;0
PARIS262_E14764.2keV;0
PARIS262_E14891.9keV;0
